Time,signal1,signal2,signal3
175.5,-0.416133,0.909304,87.75
175.52,-0.397865,0.917444,87.76
175.54,-0.379438,0.925217,87.77
175.56,-0.360859,0.93262,87.78
175.58,-0.342135,0.939651,87.79
175.6,-0.323275,0.946305,87.8
175.62,-0.304286,0.952581,87.81
175.64,-0.285175,0.958476,87.82
175.66,-0.265949,0.963987,87.83
175.68,-0.246618,0.969113,87.84
175.7,-0.227187,0.973851,87.85
175.72,-0.207666,0.9782,87.86
175.74,-0.188062,0.982157,87.87
175.76,-0.168383,0.985722,87.88
175.78,-0.148636,0.988892,87.89
175.8,-0.12883,0.991667,87.9
175.82,-0.108972,0.994045,87.91
175.84,-0.0890704,0.996025,87.92
175.86,-0.0691334,0.997607,87.93
175.88,-0.0491688,0.99879,87.94
175.9,-0.0291845,0.999574,87.95
175.92,-0.00918847,0.999958,87.96
175.94,0.0108112,0.999942,87.97
175.96,0.0308065,0.999525,87.98
175.98,0.0507895,0.998709,87.99
176,0.0707522,0.997494,88
176.02,0.0906866,0.995879,88.01
176.04,0.110585,0.993867,88.02
176.06,0.130439,0.991456,88.03
176.08,0.15024,0.988649,88.04
176.1,0.169982,0.985447,88.05
176.12,0.189656,0.981851,88.06
176.14,0.209253,0.977861,88.07
176.16,0.228767,0.973481,88.08
176.18,0.24819,0.968711,88.09
176.2,0.267513,0.963554,88.1
176.22,0.28673,0.958012,88.11
176.24,0.305831,0.952086,88.12
176.26,0.324811,0.945779,88.13
176.28,0.34366,0.939094,88.14
176.3,0.362372,0.932034,88.15
176.32,0.380939,0.9246,88.16
176.34,0.399353,0.916797,88.17
176.36,0.417608,0.908627,88.18
176.38,0.435696,0.900094,88.19
176.4,0.45361,0.891201,88.2
176.42,0.471342,0.881951,88.21
176.44,0.488885,0.872348,88.22
176.46,0.506233,0.862397,88.23
176.48,0.523379,0.8521,88.24
176.5,0.540315,0.841463,88.25
176.52,0.557035,0.830489,88.26
176.54,0.573532,0.819183,88.27
176.56,0.5898,0.807549,88.28
176.58,0.605832,0.795592,88.29
176.6,0.621622,0.783318,88.3
176.62,0.637163,0.770729,88.31
176.64,0.652449,0.757833,88.32
176.66,0.667474,0.744633,88.33
176.68,0.682232,0.731136,88.34
176.7,0.696718,0.717346,88.35
176.72,0.710924,0.703269,88.36
176.74,0.724846,0.688911,88.37
176.76,0.738479,0.674277,88.38
176.78,0.751816,0.659373,88.39
176.8,0.764852,0.644206,88.4
176.82,0.777582,0.628781,88.41
176.84,0.790001,0.613105,88.42
176.86,0.802105,0.597183,88.43
176.88,0.813887,0.581023,88.44
176.9,0.825344,0.56463,88.45
176.92,0.836471,0.548011,88.46
176.94,0.847263,0.531173,88.47
176.96,0.857716,0.514123,88.48
176.98,0.867827,0.496867,88.49
177,0.87759,0.479412,88.5
177.02,0.887002,0.461766,88.51
177.04,0.896059,0.443935,88.52
177.06,0.904758,0.425926,88.53
177.08,0.913095,0.407747,88.54
177.1,0.921067,0.389404,88.55
177.12,0.92867,0.370906,88.56
177.14,0.935902,0.35226,88.57
177.16,0.94276,0.333473,88.58
177.18,0.94924,0.314552,88.59
177.2,0.955341,0.295506,88.6
177.22,0.96106,0.276341,88.61
177.24,0.966394,0.257066,88.62
177.26,0.971342,0.237688,88.63
177.28,0.975901,0.218215,88.64
177.3,0.98007,0.198655,88.65
177.32,0.983846,0.179015,88.66
177.34,0.98723,0.159303,88.67
177.36,0.990218,0.139528,88.68
177.38,0.99281,0.119697,88.69
177.4,0.995006,0.0998184,88.7
177.42,0.996803,0.0798997,88.71
177.44,0.998201,0.059949,88.72
177.46,0.999201,0.0399743,88.73
177.48,0.9998,0.0199836,88.74
177.5,1,-1.50722e-05,88.75
177.52,0.9998,-0.0200137,88.76
177.54,0.9992,-0.0400044,88.77
177.56,0.9982,-0.0599791,88.78
177.58,0.996801,-0.0799297,88.79
177.6,0.995003,-0.0998484,88.8
177.62,0.992807,-0.119727,88.81
177.64,0.990214,-0.139558,88.82
177.66,0.987225,-0.159333,88.83
177.68,0.983841,-0.179044,88.84
177.7,0.980064,-0.198684,88.85
177.72,0.975894,-0.218244,88.86
177.74,0.971334,-0.237717,88.87
177.76,0.966386,-0.257095,88.88
177.78,0.961051,-0.27637,88.89
177.8,0.955332,-0.295535,88.9
177.82,0.949231,-0.314581,88.91
177.84,0.94275,-0.333501,88.92
177.86,0.935892,-0.352288,88.93
177.88,0.928659,-0.370934,88.94
177.9,0.921055,-0.389432,88.95
177.92,0.913083,-0.407774,88.96
177.94,0.904745,-0.425953,88.97
177.96,0.896046,-0.443962,88.98
177.98,0.886988,-0.461793,88.99
178,0.877575,-0.479439,89
178.02,0.867812,-0.496893,89.01
178.04,0.857701,-0.514149,89.02
178.06,0.847247,-0.531199,89.03
178.08,0.836454,-0.548037,89.04
178.1,0.825327,-0.564655,89.05
178.12,0.81387,-0.581047,89.06
178.14,0.802087,-0.597208,89.07
178.16,0.789983,-0.613129,89.08
178.18,0.777563,-0.628805,89.09
178.2,0.764832,-0.644229,89.1
178.22,0.751796,-0.659396,89.11
178.24,0.738458,-0.674299,89.12
178.26,0.724826,-0.688932,89.13
178.28,0.710903,-0.70329,89.14
178.3,0.696696,-0.717367,89.15
178.32,0.68221,-0.731156,89.16
178.34,0.667452,-0.744653,89.17
178.36,0.652426,-0.757852,89.18
178.38,0.63714,-0.770748,89.19
178.4,0.621598,-0.783336,89.2
178.42,0.605808,-0.795611,89.21
178.44,0.589776,-0.807567,89.22
178.46,0.573508,-0.8192,89.23
178.48,0.55701,-0.830506,89.24
178.5,0.54029,-0.841479,89.25
178.52,0.523353,-0.852116,89.26
178.54,0.506207,-0.862412,89.27
178.56,0.488859,-0.872363,89.28
178.58,0.471315,-0.881965,89.29
178.6,0.453583,-0.891214,89.3
178.62,0.435669,-0.900107,89.31
178.64,0.417581,-0.90864,89.32
178.66,0.399326,-0.916809,89.33
178.68,0.380911,-0.924612,89.34
178.7,0.362344,-0.932045,89.35
178.72,0.343632,-0.939105,89.36
178.74,0.324782,-0.945789,89.37
178.76,0.305803,-0.952095,89.38
178.78,0.286701,-0.95802,89.39
178.8,0.267484,-0.963562,89.4
178.82,0.248161,-0.968719,89.41
178.84,0.228738,-0.973488,89.42
178.86,0.209224,-0.977868,89.43
178.88,0.189626,-0.981856,89.44
178.9,0.169952,-0.985452,89.45
178.92,0.150211,-0.988654,89.46
178.94,0.130409,-0.99146,89.47
178.96,0.110555,-0.99387,89.48
178.98,0.0906566,-0.995882,89.49
179,0.0707222,-0.997496,89.5
179.02,0.0507594,-0.998711,89.51
179.04,0.0307764,-0.999526,89.52
179.06,0.010781,-0.999942,89.53
179.08,-0.00921861,-0.999958,89.54
179.1,-0.0292146,-0.999573,89.55
179.12,-0.0491989,-0.998789,89.56
179.14,-0.0691635,-0.997605,89.57
179.16,-0.0891004,-0.996023,89.58
179.18,-0.109002,-0.994042,89.59
179.2,-0.128859,-0.991663,89.6
179.22,-0.148666,-0.988888,89.61
179.24,-0.168412,-0.985717,89.62
179.26,-0.188092,-0.982151,89.63
179.28,-0.207696,-0.978193,89.64
179.3,-0.227217,-0.973844,89.65
179.32,-0.246647,-0.969105,89.66
179.34,-0.265978,-0.963979,89.67
179.36,-0.285204,-0.958467,89.68
179.38,-0.304315,-0.952572,89.69
179.4,-0.323304,-0.946295,89.7
179.42,-0.342164,-0.93964,89.71
179.44,-0.360887,-0.93261,89.72
179.46,-0.379466,-0.925206,89.73
179.48,-0.397893,-0.917432,89.74
179.5,-0.416161,-0.909291,89.75
179.52,-0.434262,-0.900787,89.76
179.54,-0.45219,-0.891922,89.77
179.56,-0.469936,-0.8827,89.78
179.58,-0.487495,-0.873126,89.79
179.6,-0.504859,-0.863202,89.8
179.62,-0.522021,-0.852933,89.81
179.64,-0.538974,-0.842322,89.82
179.66,-0.555712,-0.831375,89.83
179.68,-0.572227,-0.820095,89.84
179.7,-0.588513,-0.808488,89.85
179.72,-0.604564,-0.796556,89.86
179.74,-0.620373,-0.784307,89.87
179.76,-0.635934,-0.771743,89.88
179.78,-0.651241,-0.758871,89.89
179.8,-0.666287,-0.745695,89.9
179.82,-0.681067,-0.732221,89.91
179.84,-0.695574,-0.718454,89.92
179.86,-0.709803,-0.7044,89.93
179.88,-0.723748,-0.690064,89.94
179.9,-0.737404,-0.675452,89.95
179.92,-0.750765,-0.66057,89.96
179.94,-0.763825,-0.645423,89.97
179.96,-0.77658,-0.630019,89.98
179.98,-0.789024,-0.614362,89.99
180,-0.801153,-0.59846,90
180.02,-0.812961,-0.582318,90.01
180.04,-0.824444,-0.565944,90.02
180.06,-0.835597,-0.549343,90.03
180.08,-0.846416,-0.532522,90.04
180.1,-0.856897,-0.515488,90.05
180.12,-0.867034,-0.498249,90.06
180.14,-0.876825,-0.480809,90.07
180.16,-0.886265,-0.463178,90.08
180.18,-0.895351,-0.445361,90.09
180.2,-0.904079,-0.427366,90.1
180.22,-0.912445,-0.4092,90.11
180.24,-0.920446,-0.390871,90.12
180.26,-0.928078,-0.372385,90.13
180.28,-0.93534,-0.35375,90.14
180.3,-0.942227,-0.334974,90.15
180.32,-0.948738,-0.316064,90.16
180.34,-0.954869,-0.297027,90.17
180.36,-0.960618,-0.277871,90.18
180.38,-0.965983,-0.258605,90.19
180.4,-0.970962,-0.239235,90.2
180.42,-0.975552,-0.219769,90.21
180.44,-0.979752,-0.200215,90.22
180.46,-0.98356,-0.180581,90.23
180.48,-0.986975,-0.160875,90.24
180.5,-0.989995,-0.141105,90.25
180.52,-0.992619,-0.121278,90.26
180.54,-0.994845,-0.101403,90.27
180.56,-0.996674,-0.0814871,90.28
180.58,-0.998105,-0.0615387,90.29
180.6,-0.999136,-0.0415656,90.3
180.62,-0.999767,-0.0215759,90.31
180.64,-0.999999,-0.00157758,90.32
180.66,-0.99983,0.0184214,90.33
180.68,-0.999262,0.038413,90.34
180.7,-0.998294,0.0583892,90.35
180.72,-0.996927,0.0783421,90.36
180.74,-0.99516,0.0982636,90.37
180.76,-0.992996,0.118146,90.38
180.78,-0.990435,0.137981,90.39
180.8,-0.987477,0.157761,90.4
180.82,-0.984125,0.177477,90.41
180.84,-0.980379,0.197123,90.42
180.86,-0.976241,0.21669,90.43
180.88,-0.971712,0.23617,90.44
180.9,-0.966794,0.255556,90.45
180.92,-0.96149,0.274839,90.46
180.94,-0.955802,0.294013,90.47
180.96,-0.94973,0.313069,90.48
180.98,-0.94328,0.331999,90.49
181,-0.936451,0.350797,90.5
181.02,-0.929249,0.369455,90.51
181.04,-0.921674,0.387965,90.52
181.06,-0.913731,0.406319,90.53
181.08,-0.905422,0.424512,90.54
181.1,-0.896752,0.442534,90.55
181.12,-0.887722,0.460379,90.56
181.14,-0.878338,0.47804,90.57
181.16,-0.868602,0.49551,90.58
181.18,-0.858519,0.512782,90.59
181.2,-0.848092,0.529849,90.6
181.22,-0.837326,0.546704,90.61
181.24,-0.826225,0.56334,90.62
181.26,-0.814794,0.57975,90.63
181.28,-0.803037,0.595929,90.64
181.3,-0.790958,0.61187,90.65
181.32,-0.778564,0.627566,90.66
181.34,-0.765858,0.64301,90.67
181.36,-0.752845,0.658198,90.68
181.38,-0.739531,0.673122,90.69
181.4,-0.725922,0.687777,90.7
181.42,-0.712022,0.702157,90.71
181.44,-0.697838,0.716256,90.72
181.46,-0.683374,0.730069,90.73
181.48,-0.668637,0.743589,90.74
181.5,-0.653632,0.756812,90.75
181.52,-0.638366,0.769733,90.76
181.54,-0.622845,0.782345,90.77
181.56,-0.607075,0.794645,90.78
181.58,-0.591061,0.806627,90.79
181.6,-0.574812,0.818286,90.8
181.62,-0.558332,0.829618,90.81
181.64,-0.541629,0.840618,90.82
181.66,-0.52471,0.851281,90.83
181.68,-0.50758,0.861605,90.84
181.7,-0.490248,0.871583,90.85
181.72,-0.472719,0.881213,90.86
181.74,-0.455002,0.890491,90.87
181.76,-0.437102,0.899412,90.88
181.78,-0.419027,0.907974,90.89
181.8,-0.400785,0.916172,90.9
181.82,-0.382383,0.924004,90.91
181.84,-0.363828,0.931466,90.92
181.86,-0.345127,0.938556,90.93
181.88,-0.326288,0.94527,90.94
181.9,-0.307319,0.951607,90.95
181.92,-0.288226,0.957562,90.96
181.94,-0.269019,0.963135,90.97
181.96,-0.249703,0.968322,90.98
181.98,-0.230288,0.973122,90.99
182,-0.210781,0.977533,91
182.02,-0.19119,0.981553,91.01
182.04,-0.171522,0.98518,91.02
182.06,-0.151785,0.988414,91.03
182.08,-0.131988,0.991251,91.04
182.1,-0.112138,0.993693,91.05
182.12,-0.0922426,0.995737,91.06
182.14,-0.0723107,0.997382,91.07
182.16,-0.05235,0.998629,91.08
182.18,-0.0323683,0.999476,91.09
182.2,-0.0123736,0.999923,91.1
182.22,0.00762602,0.999971,91.11
182.24,0.0276226,0.999618,91.12
182.26,0.0476081,0.998866,91.13
182.28,0.0675746,0.997714,91.14
182.3,0.087514,0.996163,91.15
182.32,0.107418,0.994214,91.16
182.34,0.12728,0.991867,91.17
182.36,0.14709,0.989123,91.18
182.38,0.166842,0.985984,91.19
182.4,0.186527,0.98245,91.2
182.42,0.206138,0.978523,91.21
182.44,0.225665,0.974205,91.22
182.46,0.245103,0.969497,91.23
182.48,0.264443,0.964401,91.24
182.5,0.283677,0.95892,91.25
182.52,0.302797,0.953055,91.26
182.54,0.321796,0.946809,91.27
182.56,0.340667,0.940184,91.28
182.58,0.359401,0.933183,91.29
182.6,0.377992,0.925809,91.3
182.62,0.396431,0.918064,91.31
182.64,0.414712,0.909953,91.32
182.66,0.432827,0.901477,91.33
182.68,0.450769,0.892641,91.34
182.7,0.46853,0.883448,91.35
182.72,0.486104,0.873901,91.36
182.74,0.503484,0.864005,91.37
182.76,0.520662,0.853763,91.38
182.78,0.537632,0.84318,91.39
182.8,0.554387,0.832259,91.4
182.82,0.57092,0.821006,91.41
182.84,0.587225,0.809424,91.42
182.86,0.603295,0.797518,91.43
182.88,0.619124,0.785294,91.44
182.9,0.634705,0.772755,91.45
182.92,0.650032,0.759907,91.46
182.94,0.665099,0.746755,91.47
182.96,0.6799,0.733305,91.48
182.98,0.694429,0.719561,91.49
183,0.70868,0.70553,91.5
183.02,0.722648,0.691216,91.51
183.04,0.736327,0.676626,91.52
183.06,0.749712,0.661765,91.53
183.08,0.762796,0.646639,91.54
183.1,0.775575,0.631255,91.55
183.12,0.788045,0.615618,91.56
183.14,0.800198,0.599735,91.57
183.16,0.812032,0.583612,91.58
183.18,0.823541,0.567256,91.59
183.2,0.834721,0.550673,91.6
183.22,0.845567,0.53387,91.61
183.24,0.856074,0.516853,91.62
183.26,0.86624,0.499629,91.63
183.28,0.876058,0.482205,91.64
183.3,0.885527,0.464589,91.65
183.32,0.894641,0.446787,91.66
183.34,0.903397,0.428806,91.67
183.36,0.911792,0.410653,91.68
183.38,0.919822,0.392336,91.69
183.4,0.927484,0.373863,91.7
183.42,0.934775,0.355239,91.71
183.44,0.941693,0.336474,91.72
183.46,0.948233,0.317574,91.73
183.48,0.954395,0.298547,91.74
183.5,0.960174,0.279401,91.75
183.52,0.96557,0.260143,91.76
183.54,0.97058,0.240781,91.77
183.56,0.975201,0.221322,91.78
183.58,0.979432,0.201775,91.79
183.6,0.983271,0.182148,91.8
183.62,0.986717,0.162447,91.81
183.64,0.989769,0.142682,91.82
183.66,0.992424,0.122859,91.83
183.68,0.994683,0.102987,91.84
183.7,0.996543,0.0830744,91.85
183.72,0.998005,0.0631282,91.86
183.74,0.999068,0.0431568,91.87
183.76,0.999732,0.0231682,91.88
183.78,0.999995,0.00317023,91.89
183.8,0.999858,-0.016829,91.9
183.82,0.999322,-0.0368214,91.91
183.84,0.998386,-0.0567992,91.92
183.86,0.99705,-0.0767542,91.93
183.88,0.995316,-0.0966785,91.94
183.9,0.993183,-0.116564,91.95
183.92,0.990653,-0.136403,91.96
183.94,0.987727,-0.156188,91.97
183.96,0.984406,-0.17591,91.98
183.98,0.980691,-0.195561,91.99
184,0.976584,-0.215135,92
184.02,0.972087,-0.234622,92.01
184.04,0.9672,-0.254016,92.02
184.06,0.961927,-0.273307,92.03
184.08,0.956269,-0.29249,92.04
184.1,0.950228,-0.311556,92.05
184.12,0.943807,-0.330497,92.06
184.14,0.937009,-0.349305,92.07
184.16,0.929836,-0.367975,92.08
184.18,0.922291,-0.386496,92.09
184.2,0.914377,-0.404864,92.1
184.22,0.906097,-0.423069,92.11
184.24,0.897455,-0.441105,92.12
184.26,0.888454,-0.458965,92.13
184.28,0.879098,-0.476641,92.14
184.3,0.86939,-0.494126,92.15
184.32,0.859334,-0.511414,92.16
184.34,0.848935,-0.528498,92.17
184.36,0.838196,-0.545369,92.18
184.38,0.827122,-0.562023,92.19
184.4,0.815716,-0.578452,92.2
184.42,0.803985,-0.59465,92.21
184.44,0.791932,-0.610609,92.22
184.46,0.779562,-0.626325,92.23
184.48,0.766881,-0.64179,92.24
184.5,0.753892,-0.656998,92.25
184.52,0.740602,-0.671943,92.26
184.54,0.727016,-0.68662,92.27
184.56,0.71314,-0.701022,92.28
184.58,0.698977,-0.715144,92.29
184.6,0.684536,-0.728979,92.3
184.62,0.66982,-0.742523,92.31
184.64,0.654837,-0.75577,92.32
184.66,0.639591,-0.768715,92.33
184.68,0.62409,-0.781352,92.34
184.7,0.608339,-0.793677,92.35
184.72,0.592345,-0.805684,92.36
184.74,0.576114,-0.817369,92.37
184.76,0.559653,-0.828727,92.38
184.78,0.542967,-0.839754,92.39
184.8,0.526065,-0.850445,92.4
184.82,0.508952,-0.860795,92.41
184.84,0.491635,-0.870801,92.42
184.86,0.474122,-0.880459,92.43
184.88,0.456419,-0.889765,92.44
184.9,0.438534,-0.898715,92.45
184.92,0.420473,-0.907305,92.46
184.94,0.402244,-0.915533,92.47
184.96,0.383854,-0.923394,92.48
184.98,0.365311,-0.930886,92.49
185,0.346621,-0.938005,92.5
185.02,0.327793,-0.94475,92.51
185.04,0.308834,-0.951116,92.52
185.06,0.289751,-0.957102,92.53
185.08,0.270552,-0.962705,92.54
185.1,0.251245,-0.967923,92.55
185.12,0.231838,-0.972754,92.56
185.14,0.212338,-0.977196,92.57
185.16,0.192753,-0.981247,92.58
185.18,0.17309,-0.984906,92.59
185.2,0.153359,-0.988171,92.6
185.22,0.133566,-0.99104,92.61
185.24,0.11372,-0.993513,92.62
185.26,0.0938283,-0.995588,92.63
185.28,0.0738991,-0.997266,92.64
185.3,0.0539404,-0.998544,92.65
185.32,0.03396,-0.999423,92.66
185.34,0.0139661,-0.999902,92.67
185.36,-0.0060334,-0.999982,92.68
185.38,-0.0260305,-0.999661,92.69
185.4,-0.0460172,-0.998941,92.7
185.42,-0.0659855,-0.997821,92.71
185.44,-0.0859273,-0.996301,92.72
185.46,-0.105835,-0.994384,92.73
185.48,-0.1257,-0.992068,92.74
185.5,-0.145515,-0.989356,92.75
185.52,-0.165272,-0.986248,92.76
185.54,-0.184962,-0.982746,92.77
185.56,-0.204579,-0.97885,92.78
185.58,-0.224114,-0.974563,92.79
185.6,-0.243559,-0.969886,92.8
185.62,-0.262906,-0.964821,92.81
185.64,-0.282149,-0.959371,92.82
185.66,-0.301279,-0.953536,92.83
185.68,-0.320288,-0.94732,92.84
185.7,-0.339169,-0.940725,92.85
185.72,-0.357914,-0.933754,92.86
185.74,-0.376517,-0.92641,92.87
185.76,-0.394968,-0.918695,92.88
185.78,-0.413262,-0.910612,92.89
185.8,-0.43139,-0.902165,92.9
185.82,-0.449346,-0.893358,92.91
185.84,-0.467122,-0.884193,92.92
185.86,-0.484712,-0.874674,92.93
185.88,-0.502107,-0.864806,92.94
185.9,-0.519302,-0.854591,92.95
185.92,-0.536288,-0.844035,92.96
185.94,-0.553061,-0.833141,92.97
185.96,-0.569612,-0.821914,92.98
185.98,-0.585935,-0.810358,92.99
186,-0.602024,-0.798478,93
186.02,-0.617872,-0.786279,93.01
186.04,-0.633473,-0.773765,93.02
186.06,-0.648821,-0.760941,93.03
186.08,-0.663909,-0.747814,93.04
186.1,-0.678731,-0.734387,93.05
186.12,-0.693282,-0.720666,93.06
186.14,-0.707556,-0.706657,93.07
186.16,-0.721547,-0.692366,93.08
186.18,-0.735249,-0.677797,93.09
186.2,-0.748657,-0.662958,93.1
186.22,-0.761765,-0.647853,93.11
186.24,-0.774569,-0.632489,93.12
186.26,-0.787063,-0.616873,93.13
186.28,-0.799242,-0.601009,93.14
186.3,-0.811102,-0.584905,93.15
186.32,-0.822637,-0.568567,93.16
186.34,-0.833843,-0.552002,93.17
186.36,-0.844716,-0.535216,93.18
186.38,-0.85525,-0.518215,93.19
186.4,-0.865443,-0.501008,93.2
186.42,-0.875289,-0.4836,93.21
186.44,-0.884785,-0.465999,93.22
186.46,-0.893928,-0.448211,93.23
186.48,-0.902713,-0.430244,93.24
186.5,-0.911136,-0.412105,93.25
186.52,-0.919196,-0.393801,93.26
186.54,-0.926887,-0.375339,93.27
186.56,-0.934208,-0.356728,93.28
186.58,-0.941156,-0.337974,93.29
186.6,-0.947726,-0.319084,93.3
186.62,-0.953918,-0.300067,93.31
186.64,-0.959728,-0.28093,93.32
186.66,-0.965155,-0.26168,93.33
186.68,-0.970195,-0.242326,93.34
186.7,-0.974847,-0.222875,93.35
186.72,-0.979109,-0.203335,93.36
186.74,-0.98298,-0.183713,93.37
186.76,-0.986457,-0.164018,93.38
186.78,-0.98954,-0.144258,93.39
186.8,-0.992227,-0.124439,93.4
186.82,-0.994517,-0.104571,93.41
186.84,-0.99641,-0.0846614,93.42
186.86,-0.997904,-0.0647176,93.43
186.88,-0.998998,-0.0447479,93.44
186.9,-0.999693,-0.0247604,93.45
186.92,-0.999989,-0.00476287,93.46
186.94,-0.999884,0.0152365,93.47
186.96,-0.999379,0.0352298,93.48
186.98,-0.998475,0.055209,93.49
187,-0.997171,0.0751662,93.5
187.02,-0.995468,0.0950932,93.51
187.04,-0.993368,0.114982,93.52
187.06,-0.990869,0.134825,93.53
187.08,-0.987975,0.154614,93.54
187.1,-0.984685,0.174342,93.55
187.12,-0.981002,0.193999,93.56
187.14,-0.976926,0.213579,93.57
187.16,-0.972459,0.233074,93.58
187.18,-0.967603,0.252475,93.59
187.2,-0.962361,0.271775,93.6
187.22,-0.956733,0.290967,93.61
187.24,-0.950723,0.310042,93.62
187.26,-0.944332,0.328993,93.63
187.28,-0.937564,0.347813,93.64
187.3,-0.930421,0.366493,93.65
187.32,-0.922905,0.385027,93.66
187.34,-0.915021,0.403407,93.67
187.36,-0.90677,0.421625,93.68
187.38,-0.898157,0.439675,93.69
187.4,-0.889184,0.457549,93.7
187.42,-0.879856,0.47524,93.71
187.44,-0.870176,0.492741,93.72
187.46,-0.860148,0.510045,93.73
187.48,-0.849775,0.527145,93.74
187.5,-0.839063,0.544034,93.75
187.52,-0.828016,0.560705,93.76
187.54,-0.816637,0.577152,93.77
187.56,-0.804931,0.593368,93.78
187.58,-0.792903,0.609347,93.79
187.6,-0.780559,0.625082,93.8
187.62,-0.767902,0.640568,93.81
187.64,-0.754938,0.655796,93.82
187.66,-0.741672,0.670763,93.83
187.68,-0.728109,0.685461,93.84
187.7,-0.714255,0.699885,93.85
187.72,-0.700115,0.71403,93.86
187.74,-0.685696,0.727888,93.87
187.76,-0.671002,0.741456,93.88
187.78,-0.65604,0.754726,93.89
187.8,-0.640815,0.767695,93.9
187.82,-0.625334,0.780357,93.91
187.84,-0.609603,0.792707,93.92
187.86,-0.593628,0.80474,93.93
187.88,-0.577415,0.816451,93.94
187.9,-0.560972,0.827835,93.95
187.92,-0.544304,0.838888,93.96
187.94,-0.527418,0.849606,93.97
187.96,-0.510322,0.859983,93.98
187.98,-0.493021,0.870017,93.99
188,-0.475524,0.879703,94
188.02,-0.457836,0.889037,94.01
188.04,-0.439965,0.898015,94.02
188.06,-0.421917,0.906634,94.03
188.08,-0.403702,0.914891,94.04
188.1,-0.385324,0.922781,94.05
188.12,-0.366793,0.930303,94.06
188.14,-0.348115,0.937452,94.07
188.16,-0.329297,0.944226,94.08
188.18,-0.310348,0.950623,94.09
188.2,-0.291275,0.956639,94.1
188.22,-0.272085,0.962273,94.11
188.24,-0.252787,0.967522,94.12
188.26,-0.233387,0.972384,94.13
188.28,-0.213894,0.976857,94.14
188.3,-0.194315,0.980939,94.15
188.32,-0.174659,0.984629,94.16
188.34,-0.154933,0.987925,94.17
188.36,-0.135144,0.990826,94.18
188.38,-0.115302,0.99333,94.19
188.4,-0.0954138,0.995438,94.2
188.42,-0.0754873,0.997147,94.21
188.44,-0.0555306,0.998457,94.22
188.46,-0.0355517,0.999368,94.23
188.48,-0.0155586,0.999879,94.24
188.5,0.00444077,0.99999,94.25
188.52,0.0244384,0.999701,94.26
188.54,0.0444262,0.999013,94.27
188.56,0.0643962,0.997924,94.28
188.58,0.0843405,0.996437,94.29
188.6,0.104251,0.994551,94.3
188.62,0.12412,0.992267,94.31
188.64,0.143939,0.989587,94.32
188.66,0.163701,0.98651,94.33
188.68,0.183397,0.983039,94.34
188.7,0.20302,0.979175,94.35
188.72,0.222561,0.974919,94.36
188.74,0.242014,0.970273,94.37
188.76,0.26137,0.965239,94.38
188.78,0.280621,0.959819,94.39
188.8,0.29976,0.954015,94.4
188.82,0.318779,0.947829,94.41
188.84,0.33767,0.941264,94.42
188.86,0.356427,0.934323,94.43
188.88,0.375041,0.927008,94.44
188.9,0.393505,0.919323,94.45
188.92,0.411811,0.911269,94.46
188.94,0.429953,0.902851,94.47
188.96,0.447923,0.894072,94.48
188.98,0.465714,0.884936,94.49
189,0.483318,0.875445,94.5
189.02,0.500729,0.865604,94.51
189.04,0.51794,0.855417,94.52
189.06,0.534943,0.844888,94.53
189.08,0.551733,0.834021,94.54
189.1,0.568302,0.82282,94.55
189.12,0.584644,0.81129,94.56
189.14,0.600751,0.799436,94.57
189.16,0.616619,0.787262,94.58
189.18,0.63224,0.774773,94.59
189.2,0.647608,0.761974,94.6
189.22,0.662717,0.74887,94.61
189.24,0.677561,0.735467,94.62
189.26,0.692133,0.72177,94.63
189.28,0.706429,0.707783,94.64
189.3,0.720443,0.693514,94.65
189.32,0.734168,0.678968,94.66
189.34,0.7476,0.664149,94.67
189.36,0.760732,0.649066,94.68
189.38,0.773561,0.633722,94.69
189.4,0.78608,0.618125,94.7
189.42,0.798284,0.602281,94.71
189.44,0.810169,0.586196,94.72
189.46,0.82173,0.569876,94.73
189.48,0.832963,0.553329,94.74
189.5,0.843862,0.53656,94.75
189.52,0.854424,0.519577,94.76
189.54,0.864644,0.502386,94.77
189.56,0.874518,0.484993,94.78
189.58,0.884042,0.467407,94.79
189.6,0.893213,0.449634,94.8
189.62,0.902026,0.431681,94.81
189.64,0.910479,0.413555,94.82
189.66,0.918567,0.395264,94.83
189.68,0.926288,0.376815,94.84
189.7,0.933639,0.358215,94.85
189.72,0.940616,0.339472,94.86
189.74,0.947217,0.320593,94.87
189.76,0.953439,0.301586,94.88
189.78,0.95928,0.282458,94.89
189.8,0.964737,0.263217,94.9
189.82,0.969808,0.243871,94.91
189.84,0.974491,0.224428,94.92
189.86,0.978784,0.204894,94.93
189.88,0.982686,0.185279,94.94
189.9,0.986195,0.165589,94.95
189.92,0.989309,0.145834,94.96
189.94,0.992028,0.12602,94.97
189.96,0.99435,0.106155,94.98
189.98,0.996274,0.0862483,94.99
190,0.997799,0.0663069,95
190.02,0.998926,0.0463389,95.01
190.04,0.999653,0.0263525,95.02
190.06,0.99998,0.0063555,95.03
190.08,0.999907,-0.013644,95.04
190.1,0.999434,-0.0336381,95.05
190.12,0.998561,-0.0536187,95.06
190.14,0.997289,-0.0735779,95.07
190.16,0.995619,-0.0935077,95.08
190.18,0.993549,-0.1134,95.09
190.2,0.991083,-0.133247,95.1
190.22,0.98822,-0.153041,95.11
